,Basin,Datetime,Intensity,Latitude,Longitude,Storm Name,pressure
2751,pacific,2002-08-31 12:00:00, HU, 15.3N, 106.9W,HERNAN,970
2752,pacific,2002-08-31 18:00:00, HU, 15.7N, 107.8W,HERNAN,962
2753,pacific,2002-09-01 00:00:00, HU, 16.5N, 108.8W,HERNAN,948
2754,pacific,2002-09-01 06:00:00, HU, 16.7N, 110.1W,HERNAN,931
2755,pacific,2002-09-01 12:00:00, HU, 17.2N, 111.1W,HERNAN,921
2756,pacific,2002-09-01 18:00:00, HU, 17.7N, 112.2W,HERNAN,921
2757,pacific,2002-09-02 00:00:00, HU, 17.9N, 113.3W,HERNAN,927
2758,pacific,2002-09-02 06:00:00, HU, 18.2N, 114.3W,HERNAN,948
2759,pacific,2002-09-02 12:00:00, HU, 18.4N, 115.4W,HERNAN,952
2760,pacific,2002-09-02 18:00:00, HU, 18.6N, 116.3W,HERNAN,956
2761,pacific,2002-09-03 00:00:00, HU, 18.7N, 117.3W,HERNAN,965
2762,pacific,2002-09-03 06:00:00, HU, 18.8N, 118.3W,HERNAN,970
2763,pacific,2002-09-03 12:00:00, HU, 18.9N, 119.3W,HERNAN,975
2764,pacific,2002-09-03 18:00:00, HU, 19.2N, 120.1W,HERNAN,976
2765,pacific,2002-09-04 00:00:00, HU, 19.5N, 120.8W,HERNAN,983
2766,pacific,2002-09-04 06:00:00, HU, 20.2N, 121.6W,HERNAN,987
2767,pacific,2002-09-04 12:00:00, TS, 20.7N, 122.1W,HERNAN,994
2768,pacific,2002-09-04 18:00:00, TS, 21.1N, 122.8W,HERNAN,997
2769,pacific,2002-09-05 00:00:00, TS, 21.5N, 123.3W,HERNAN,1002
2770,pacific,2002-09-05 06:00:00, TS, 21.8N, 123.7W,HERNAN,1005
2771,pacific,2002-09-05 12:00:00, TD, 22.3N, 124.1W,HERNAN,1004
2772,pacific,2002-09-05 18:00:00, TD, 22.8N, 124.4W,HERNAN,1006
2773,pacific,2002-09-06 00:00:00, TD, 23.3N, 124.4W,HERNAN,1006
2774,pacific,2002-09-06 06:00:00, TD, 23.7N, 124.5W,HERNAN,1009
2775,pacific,2002-09-06 12:00:00, TD, 24.0N, 124.6W,HERNAN,1009
2776,pacific,2002-09-06 18:00:00, LO, 24.5N, 124.7W,HERNAN,1009
2777,pacific,2002-09-05 18:00:00, TD, 18.9N, 107.2W,UNNAMED,1007
2778,pacific,2002-09-06 00:00:00, TD, 19.6N, 108.0W,UNNAMED,1007
2779,pacific,2002-09-06 06:00:00, TD, 20.1N, 108.8W,UNNAMED,1007
2780,pacific,2002-09-06 12:00:00, TD, 20.6N, 109.7W,UNNAMED,1007
2781,pacific,2002-09-06 18:00:00, TD, 21.2N, 110.6W,UNNAMED,1007
2782,pacific,2002-09-07 00:00:00, TD, 21.4N, 111.3W,UNNAMED,1007
2783,pacific,2002-09-07 06:00:00, TD, 21.4N, 111.8W,UNNAMED,1006
2784,pacific,2002-09-07 12:00:00, TD, 21.1N, 112.3W,UNNAMED,1007
2785,pacific,2002-09-07 18:00:00, TD, 20.7N, 113.0W,UNNAMED,1007
2786,pacific,2002-09-08 00:00:00, TD, 20.9N, 113.4W,UNNAMED,1006
2787,pacific,2002-09-08 06:00:00, TD, 21.3N, 113.7W,UNNAMED,1006
2788,pacific,2002-09-08 12:00:00, TD, 21.9N, 113.9W,UNNAMED,1006
2789,pacific,2002-09-08 18:00:00, LO, 22.3N, 114.0W,UNNAMED,1007
2790,pacific,2002-09-09 00:00:00, LO, 22.9N, 114.1W,UNNAMED,1008
2791,pacific,2002-09-09 06:00:00, LO, 23.7N, 113.8W,UNNAMED,1009
2792,pacific,2002-09-09 12:00:00, LO, 24.1N, 113.6W,UNNAMED,1009
2793,pacific,2002-09-09 18:00:00, LO, 24.4N, 113.7W,UNNAMED,1009
2794,pacific,2002-09-10 00:00:00, LO, 24.6N, 113.7W,UNNAMED,1009
2795,pacific,2002-09-15 06:00:00, TD, 15.2N, 103.8W,ISELLE,1005
2796,pacific,2002-09-15 12:00:00, TD, 15.6N, 104.6W,ISELLE,1005
2797,pacific,2002-09-15 18:00:00, TD, 16.2N, 105.5W,ISELLE,1005
2798,pacific,2002-09-16 00:00:00, TS, 16.9N, 106.8W,ISELLE,1001
2799,pacific,2002-09-16 06:00:00, TS, 17.7N, 107.8W,ISELLE,1000
2800,pacific,2002-09-16 12:00:00, TS, 18.4N, 109.0W,ISELLE,998
2801,pacific,2002-09-16 18:00:00, TS, 19.2N, 110.4W,ISELLE,998
2802,pacific,2002-09-17 00:00:00, TS, 20.0N, 111.6W,ISELLE,996
2803,pacific,2002-09-17 06:00:00, TS, 20.5N, 112.5W,ISELLE,994
2804,pacific,2002-09-17 12:00:00, TS, 21.1N, 113.2W,ISELLE,994
2805,pacific,2002-09-17 18:00:00, TS, 21.6N, 114.0W,ISELLE,990
2806,pacific,2002-09-18 00:00:00, TS, 21.9N, 114.6W,ISELLE,990
2807,pacific,2002-09-18 06:00:00, TS, 22.1N, 114.3W,ISELLE,998
2808,pacific,2002-09-18 12:00:00, TS, 22.3N, 114.1W,ISELLE,1002
2809,pacific,2002-09-18 18:00:00, TS, 22.5N, 114.0W,ISELLE,1005
2810,pacific,2002-09-19 00:00:00, TS, 22.7N, 113.7W,ISELLE,1005
2811,pacific,2002-09-19 06:00:00, TS, 23.0N, 113.3W,ISELLE,1005
2812,pacific,2002-09-19 12:00:00, TS, 23.5N, 112.9W,ISELLE,1004
2813,pacific,2002-09-19 18:00:00, TD, 23.8N, 112.5W,ISELLE,1005
2814,pacific,2002-09-20 00:00:00, TD, 24.1N, 112.6W,ISELLE,1003
2815,pacific,2002-09-20 06:00:00, LO, 24.5N, 112.8W,ISELLE,1005
2816,pacific,2002-09-20 12:00:00, LO, 24.9N, 113.0W,ISELLE,1006
2817,pacific,2002-09-25 00:00:00, TD, 14.6N, 101.8W,JULIO,1005
2818,pacific,2002-09-25 06:00:00, TD, 15.4N, 101.6W,JULIO,1005
2819,pacific,2002-09-25 12:00:00, TS, 16.1N, 101.6W,JULIO,1003
2820,pacific,2002-09-25 18:00:00, TS, 17.0N, 101.9W,JULIO,1001
2821,pacific,2002-09-26 00:00:00, TS, 18.0N, 102.4W,JULIO,1000
2822,pacific,2002-09-26 06:00:00, TS, 18.7N, 103.3W,JULIO,1003
2823,pacific,2002-09-26 12:00:00, TD, 19.4N, 104.3W,JULIO,1005
2824,pacific,2002-10-22 00:00:00, TD, 11.4N,  99.4W,KENNA,1006
2825,pacific,2002-10-22 06:00:00, TS, 11.5N, 100.4W,KENNA,1004
2826,pacific,2002-10-22 12:00:00, TS, 11.7N, 101.4W,KENNA,1003
2827,pacific,2002-10-22 18:00:00, TS, 12.1N, 102.5W,KENNA,1003
2828,pacific,2002-10-23 00:00:00, TS, 12.6N, 103.6W,KENNA,1002
2829,pacific,2002-10-23 06:00:00, TS, 13.1N, 104.6W,KENNA,997
2830,pacific,2002-10-23 12:00:00, TS, 13.6N, 105.7W,KENNA,990
2831,pacific,2002-10-23 18:00:00, HU, 14.2N, 106.9W,KENNA,980
2832,pacific,2002-10-24 00:00:00, HU, 14.9N, 108.0W,KENNA,970
2833,pacific,2002-10-24 06:00:00, HU, 15.5N, 108.5W,KENNA,955
2834,pacific,2002-10-24 12:00:00, HU, 16.4N, 108.8W,KENNA,935
2835,pacific,2002-10-24 18:00:00, HU, 17.3N, 108.8W,KENNA,917
2836,pacific,2002-10-25 00:00:00, HU, 18.3N, 108.3W,KENNA,913
2837,pacific,2002-10-25 06:00:00, HU, 19.3N, 107.5W,KENNA,915
2838,pacific,2002-10-25 12:00:00, HU, 20.4N, 106.5W,KENNA,939
2839,pacific,2002-10-25 16:30:00, HU, 21.7N, 105.4W,KENNA,950
2840,pacific,2002-10-25 18:00:00, HU, 22.1N, 105.1W,KENNA,960
2841,pacific,2002-10-26 00:00:00, TS, 23.7N, 103.5W,KENNA,1000
2842,pacific,2002-10-22 18:00:00, TD, 11.0N, 130.5W,LOWELL,1008
2843,pacific,2002-10-23 00:00:00, TD, 11.8N, 130.5W,LOWELL,1006
2844,pacific,2002-10-23 06:00:00, TS, 11.8N, 130.5W,LOWELL,1004
2845,pacific,2002-10-23 12:00:00, TS, 12.7N, 131.0W,LOWELL,1002
2846,pacific,2002-10-23 18:00:00, TS, 12.3N, 131.5W,LOWELL,1003
2847,pacific,2002-10-24 00:00:00, TS, 12.4N, 132.4W,LOWELL,1003
2848,pacific,2002-10-24 06:00:00, TS, 12.6N, 133.2W,LOWELL,1003
2849,pacific,2002-10-24 12:00:00, TS, 12.3N, 134.5W,LOWELL,1005
2850,pacific,2002-10-24 18:00:00, TD, 12.3N, 135.5W,LOWELL,1009
2851,pacific,2002-10-25 00:00:00, TD, 12.5N, 136.8W,LOWELL,1009
2852,pacific,2002-10-25 06:00:00, TD, 12.5N, 137.7W,LOWELL,1009
2853,pacific,2002-10-25 12:00:00, TD, 12.5N, 138.8W,LOWELL,1009
2854,pacific,2002-10-25 18:00:00, TD, 12.6N, 139.7W,LOWELL,1009
2855,pacific,2002-10-26 00:00:00, TD, 12.7N, 140.5W,LOWELL,1009
2856,pacific,2002-10-26 06:00:00, TD, 12.8N, 141.2W,LOWELL,1009
2857,pacific,2002-10-26 12:00:00, TD, 13.0N, 142.0W,LOWELL,1009
2858,pacific,2002-10-26 18:00:00, TD, 12.5N, 143.0W,LOWELL,1009
2859,pacific,2002-10-27 00:00:00, TD, 12.3N, 143.7W,LOWELL,1009
2860,pacific,2002-10-27 06:00:00, TD, 12.3N, 143.9W,LOWELL,1008
2861,pacific,2002-10-27 12:00:00, TD, 12.5N, 144.0W,LOWELL,1009
2862,pacific,2002-10-27 18:00:00, TS, 12.8N, 144.1W,LOWELL,1009
2863,pacific,2002-10-28 00:00:00, TS, 13.1N, 144.5W,LOWELL,1009
2864,pacific,2002-10-28 06:00:00, TS, 13.2N, 144.7W,LOWELL,1004
2865,pacific,2002-10-28 12:00:00, TS, 13.3N, 144.9W,LOWELL,1002
2866,pacific,2002-10-28 18:00:00, TS, 12.9N, 145.4W,LOWELL,1002
2867,pacific,2002-10-29 00:00:00, TS, 12.7N, 145.8W,LOWELL,1004
2868,pacific,2002-10-29 06:00:00, TS, 12.6N, 146.3W,LOWELL,1005
2869,pacific,2002-10-29 12:00:00, TD, 12.3N, 147.0W,LOWELL,1007
2870,pacific,2002-10-29 18:00:00, TD, 12.0N, 147.6W,LOWELL,1009
2871,pacific,2002-10-30 00:00:00, TD, 12.1N, 148.3W,LOWELL,1009
2872,pacific,2002-10-30 06:00:00, TD, 11.9N, 148.7W,LOWELL,1009
2873,pacific,2002-10-30 12:00:00, TD, 11.7N, 148.9W,LOWELL,1009
2874,pacific,2002-10-30 18:00:00, TD, 11.5N, 149.1W,LOWELL,1009
2875,pacific,2002-10-31 00:00:00, TD, 11.2N, 149.2W,LOWELL,1009
2876,pacific,2002-10-23 18:00:00, TD,  8.7N, 153.8W,HUKO,1011
2877,pacific,2002-10-24 00:00:00, TD,  8.9N, 154.0W,HUKO,1010
2878,pacific,2002-10-24 06:00:00, TD,  9.1N, 154.2W,HUKO,1009
2879,pacific,2002-10-24 12:00:00, TD,  9.3N, 154.3W,HUKO,1008
2880,pacific,2002-10-24 18:00:00, TD,  9.5N, 154.3W,HUKO,1007
2881,pacific,2002-10-25 00:00:00, TD,  9.8N, 154.3W,HUKO,1007
2882,pacific,2002-10-25 06:00:00, TD, 10.0N, 154.2W,HUKO,1007
2883,pacific,2002-10-25 12:00:00, TD, 10.3N, 154.2W,HUKO,1006
2884,pacific,2002-10-25 18:00:00, TD, 10.6N, 154.6W,HUKO,1005
2885,pacific,2002-10-26 00:00:00, TS, 10.8N, 154.9W,HUKO,1004
2886,pacific,2002-10-26 06:00:00, TS, 11.4N, 155.1W,HUKO,1005
2887,pacific,2002-10-26 12:00:00, TS, 11.4N, 155.7W,HUKO,1009
2888,pacific,2002-10-26 18:00:00, TS, 11.5N, 156.3W,HUKO,1006
2889,pacific,2002-10-27 00:00:00, TS, 11.5N, 156.8W,HUKO,1000
2890,pacific,2002-10-27 06:00:00, TS, 11.7N, 157.6W,HUKO,997
2891,pacific,2002-10-27 12:00:00, TS, 11.4N, 157.7W,HUKO,994
2892,pacific,2002-10-27 18:00:00, TS, 12.2N, 158.1W,HUKO,994
2893,pacific,2002-10-28 00:00:00, TS, 12.3N, 158.5W,HUKO,994
2894,pacific,2002-10-28 06:00:00, TS, 12.5N, 158.8W,HUKO,994
2895,pacific,2002-10-28 12:00:00, TS, 12.7N, 159.0W,HUKO,993
2896,pacific,2002-10-28 18:00:00, HU, 12.8N, 160.0W,HUKO,987
2897,pacific,2002-10-29 00:00:00, HU, 12.8N, 160.0W,HUKO,987
2898,pacific,2002-10-29 06:00:00, HU, 12.9N, 160.4W,HUKO,987
2899,pacific,2002-10-29 12:00:00, HU, 13.2N, 160.5W,HUKO,987
2900,pacific,2002-10-29 18:00:00, HU, 13.6N, 160.4W,HUKO,987
2901,pacific,2002-10-30 00:00:00, TS, 14.0N, 161.3W,HUKO,994
2902,pacific,2002-10-30 06:00:00, TS, 14.0N, 162.6W,HUKO,996
2903,pacific,2002-10-30 12:00:00, TS, 13.8N, 163.4W,HUKO,998
2904,pacific,2002-10-30 18:00:00, TS, 13.7N, 164.3W,HUKO,998
2905,pacific,2002-10-31 00:00:00, TS, 13.9N, 165.3W,HUKO,998
2906,pacific,2002-10-31 06:00:00, HU, 13.8N, 166.2W,HUKO,987
2907,pacific,2002-10-31 12:00:00, HU, 13.7N, 166.9W,HUKO,987
2908,pacific,2002-10-31 18:00:00, HU, 13.5N, 168.1W,HUKO,987
2909,pacific,2002-11-01 00:00:00, HU, 13.4N, 169.2W,HUKO,990
2910,pacific,2002-11-01 06:00:00, HU, 13.7N, 170.3W,HUKO,987
2911,pacific,2002-11-01 12:00:00, HU, 14.1N, 171.4W,HUKO,981
2912,pacific,2002-11-01 18:00:00, HU, 14.6N, 172.0W,HUKO,980
2913,pacific,2002-11-02 00:00:00, HU, 14.7N, 172.6W,HUKO,981
2914,pacific,2002-11-02 06:00:00, HU, 14.7N, 173.5W,HUKO,980
2915,pacific,2002-11-02 12:00:00, HU, 14.8N, 174.2W,HUKO,980
2916,pacific,2002-11-02 18:00:00, HU, 15.0N, 175.2W,HUKO,981
2917,pacific,2002-11-03 00:00:00, HU, 15.4N, 176.6W,HUKO,981
2918,pacific,2002-11-03 06:00:00, HU, 15.7N, 179.1W,HUKO,981
2919,pacific,2002-11-14 00:00:00, TD, 15.1N, 109.9W,UNNAMED,1008
2920,pacific,2002-11-14 06:00:00, TD, 15.2N, 111.0W,UNNAMED,1007
2921,pacific,2002-11-14 12:00:00, TD, 15.7N, 111.5W,UNNAMED,1007
2922,pacific,2002-11-14 18:00:00, TD, 16.3N, 111.8W,UNNAMED,1007
2923,pacific,2002-11-15 00:00:00, TD, 16.2N, 112.4W,UNNAMED,1007
2924,pacific,2002-11-15 06:00:00, TD, 15.9N, 113.1W,UNNAMED,1007
2925,pacific,2002-11-15 12:00:00, TD, 15.6N, 113.8W,UNNAMED,1006
2926,pacific,2002-11-15 18:00:00, TD, 15.2N, 114.6W,UNNAMED,1007
2927,pacific,2002-11-16 00:00:00, TD, 14.9N, 115.6W,UNNAMED,1007
2928,pacific,2002-11-16 06:00:00, LO, 14.7N, 116.7W,UNNAMED,1007
2929,pacific,2003-05-19 18:00:00, TD,  9.6N, 102.2W,ANDRES,1007
2930,pacific,2003-05-20 00:00:00, TD,  9.6N, 103.1W,ANDRES,1006
2931,pacific,2003-05-20 06:00:00, TS,  9.7N, 104.0W,ANDRES,1002
2932,pacific,2003-05-20 12:00:00, TS,  9.7N, 105.0W,ANDRES,1000
2933,pacific,2003-05-20 18:00:00, TS,  9.7N, 106.1W,ANDRES,997
2934,pacific,2003-05-21 00:00:00, TS,  9.7N, 107.3W,ANDRES,997
2935,pacific,2003-05-21 06:00:00, TS,  9.8N, 108.6W,ANDRES,997
2936,pacific,2003-05-21 12:00:00, TS, 10.1N, 110.2W,ANDRES,1000
2937,pacific,2003-05-21 18:00:00, TS, 10.4N, 111.9W,ANDRES,1000
2938,pacific,2003-05-22 00:00:00, TS, 10.5N, 113.5W,ANDRES,1000
2939,pacific,2003-05-22 06:00:00, TS, 10.8N, 115.2W,ANDRES,997
2940,pacific,2003-05-22 12:00:00, TS, 11.1N, 117.0W,ANDRES,997
2941,pacific,2003-05-22 18:00:00, TS, 11.5N, 118.8W,ANDRES,1000
2942,pacific,2003-05-23 00:00:00, TS, 11.8N, 120.7W,ANDRES,1000
2943,pacific,2003-05-23 06:00:00, TS, 12.2N, 122.4W,ANDRES,1000
2944,pacific,2003-05-23 12:00:00, TS, 12.5N, 124.1W,ANDRES,1000
2945,pacific,2003-05-23 18:00:00, TS, 12.9N, 125.9W,ANDRES,1000
2946,pacific,2003-05-24 00:00:00, TS, 13.4N, 127.6W,ANDRES,1000
2947,pacific,2003-05-24 06:00:00, TS, 13.8N, 129.1W,ANDRES,1000
2948,pacific,2003-05-24 12:00:00, TS, 14.1N, 130.5W,ANDRES,1000
2949,pacific,2003-05-24 18:00:00, TS, 14.4N, 131.8W,ANDRES,1002
2950,pacific,2003-05-25 00:00:00, TS, 14.6N, 133.2W,ANDRES,1005
2951,pacific,2003-05-25 06:00:00, TD, 14.5N, 134.6W,ANDRES,1007
2952,pacific,2003-05-25 12:00:00, LO, 14.3N, 136.2W,ANDRES,1009
2953,pacific,2003-05-25 18:00:00, LO, 14.1N, 137.8W,ANDRES,1009
2954,pacific,2003-05-26 00:00:00, LO, 14.1N, 139.2W,ANDRES,1009
2955,pacific,2003-05-26 06:00:00, LO, 14.4N, 140.5W,ANDRES,1010
2956,pacific,2003-05-26 12:00:00, LO, 14.7N, 141.9W,ANDRES,1010
2957,pacific,2003-06-17 00:00:00, TD, 15.9N, 103.2W,BLANCA,1007
2958,pacific,2003-06-17 06:00:00, TD, 16.2N, 103.3W,BLANCA,1006
2959,pacific,2003-06-17 12:00:00, TD, 16.4N, 103.4W,BLANCA,1004
2960,pacific,2003-06-17 18:00:00, TS, 16.5N, 103.5W,BLANCA,1001
2961,pacific,2003-06-18 00:00:00, TS, 16.6N, 103.6W,BLANCA,1000
2962,pacific,2003-06-18 06:00:00, TS, 16.7N, 103.8W,BLANCA,1000
2963,pacific,2003-06-18 12:00:00, TS, 16.7N, 104.0W,BLANCA,1000
2964,pacific,2003-06-18 18:00:00, TS, 16.7N, 104.3W,BLANCA,997
2965,pacific,2003-06-19 00:00:00, TS, 16.6N, 104.5W,BLANCA,998
2966,pacific,2003-06-19 06:00:00, TS, 16.5N, 104.6W,BLANCA,1000
2967,pacific,2003-06-19 12:00:00, TS, 16.4N, 104.7W,BLANCA,1000
2968,pacific,2003-06-19 18:00:00, TS, 16.1N, 104.9W,BLANCA,1000
2969,pacific,2003-06-20 00:00:00, TS, 15.9N, 105.1W,BLANCA,1002
2970,pacific,2003-06-20 06:00:00, TS, 15.7N, 105.4W,BLANCA,1004
2971,pacific,2003-06-20 12:00:00, TS, 15.6N, 105.7W,BLANCA,1004
2972,pacific,2003-06-20 18:00:00, TD, 15.5N, 106.0W,BLANCA,1006
2973,pacific,2003-06-21 00:00:00, TD, 15.3N, 106.3W,BLANCA,1006
2974,pacific,2003-06-21 06:00:00, TD, 15.4N, 106.2W,BLANCA,1007
2975,pacific,2003-06-21 12:00:00, TD, 15.5N, 106.1W,BLANCA,1008
2976,pacific,2003-06-21 18:00:00, TD, 15.5N, 106.0W,BLANCA,1008
2977,pacific,2003-06-22 00:00:00, TD, 15.6N, 105.7W,BLANCA,1009
2978,pacific,2003-06-22 06:00:00, TD, 15.7N, 105.2W,BLANCA,1010
2979,pacific,2003-06-22 12:00:00, LO, 15.8N, 104.9W,BLANCA,1009
2980,pacific,2003-06-22 18:00:00, LO, 15.9N, 104.5W,BLANCA,1009
2981,pacific,2003-06-23 00:00:00, LO, 16.0N, 104.1W,BLANCA,1009
2982,pacific,2003-06-23 06:00:00, LO, 16.1N, 103.9W,BLANCA,1009
2983,pacific,2003-06-23 12:00:00, LO, 16.2N, 103.8W,BLANCA,1009
2984,pacific,2003-06-23 18:00:00, LO, 16.4N, 103.7W,BLANCA,1009
2985,pacific,2003-06-24 00:00:00, LO, 16.6N, 103.6W,BLANCA,1009
2986,pacific,2003-06-24 06:00:00, LO, 17.1N, 103.8W,BLANCA,1009
2987,pacific,2003-06-24 12:00:00, LO, 17.5N, 104.3W,BLANCA,1008
2988,pacific,2003-06-26 00:00:00, TD, 13.9N,  97.2W,CARLOS,1007
2989,pacific,2003-06-26 06:00:00, TD, 14.1N,  97.8W,CARLOS,1006
2990,pacific,2003-06-26 12:00:00, TS, 14.7N,  97.8W,CARLOS,1003
2991,pacific,2003-06-26 18:00:00, TS, 15.0N,  97.3W,CARLOS,998
2992,pacific,2003-06-27 00:00:00, TS, 15.7N,  97.6W,CARLOS,996
2993,pacific,2003-06-27 03:00:00, TS, 16.0N,  97.8W,CARLOS,996
2994,pacific,2003-06-27 06:00:00, TS, 16.3N,  98.1W,CARLOS,999
2995,pacific,2003-06-27 12:00:00, TD, 16.5N,  98.6W,CARLOS,1001
2996,pacific,2003-06-27 18:00:00, LO, 16.7N,  99.3W,CARLOS,1005
2997,pacific,2003-06-28 00:00:00, LO, 16.6N,  99.9W,CARLOS,1008
2998,pacific,2003-06-28 06:00:00, LO, 16.4N, 100.6W,CARLOS,1008
2999,pacific,2003-06-28 12:00:00, LO, 16.1N, 101.2W,CARLOS,1008
3000,pacific,2003-06-28 18:00:00, LO, 15.7N, 101.8W,CARLOS,1008
3001,pacific,2003-07-06 06:00:00, TD, 13.8N, 116.0W,DOLORES,1007
3002,pacific,2003-07-06 12:00:00, TS, 14.6N, 117.0W,DOLORES,1005
3003,pacific,2003-07-06 18:00:00, TS, 15.5N, 117.9W,DOLORES,1006
3004,pacific,2003-07-07 00:00:00, TD, 16.0N, 118.6W,DOLORES,1006
3005,pacific,2003-07-07 06:00:00, TD, 16.5N, 119.4W,DOLORES,1006
3006,pacific,2003-07-07 12:00:00, TD, 17.0N, 120.2W,DOLORES,1007
3007,pacific,2003-07-07 18:00:00, TD, 17.3N, 121.1W,DOLORES,1007
3008,pacific,2003-07-08 00:00:00, TD, 17.6N, 122.0W,DOLORES,1007
3009,pacific,2003-07-08 06:00:00, LO, 17.9N, 122.8W,DOLORES,1008
3010,pacific,2003-07-08 12:00:00, LO, 18.2N, 124.0W,DOLORES,1009
3011,pacific,2003-07-08 18:00:00, LO, 18.6N, 125.5W,DOLORES,1010
3012,pacific,2003-07-10 12:00:00, TD, 14.1N, 106.3W,ENRIQUE,1005
3013,pacific,2003-07-10 18:00:00, TD, 14.6N, 107.5W,ENRIQUE,1005
3014,pacific,2003-07-11 00:00:00, TD, 14.6N, 108.7W,ENRIQUE,1005
3015,pacific,2003-07-11 06:00:00, TD, 14.6N, 109.5W,ENRIQUE,1005
3016,pacific,2003-07-11 12:00:00, TS, 14.7N, 110.4W,ENRIQUE,1000
3017,pacific,2003-07-11 18:00:00, TS, 14.9N, 111.2W,ENRIQUE,999
3018,pacific,2003-07-12 00:00:00, TS, 15.3N, 112.1W,ENRIQUE,994
3019,pacific,2003-07-12 06:00:00, TS, 16.2N, 113.3W,ENRIQUE,993
3020,pacific,2003-07-12 12:00:00, TS, 17.2N, 114.3W,ENRIQUE,994
3021,pacific,2003-07-12 18:00:00, TS, 18.0N, 115.6W,ENRIQUE,994
3022,pacific,2003-07-13 00:00:00, TS, 18.9N, 117.1W,ENRIQUE,997
3023,pacific,2003-07-13 06:00:00, TS, 19.3N, 118.7W,ENRIQUE,999
3024,pacific,2003-07-13 12:00:00, TS, 19.7N, 119.7W,ENRIQUE,1002
3025,pacific,2003-07-13 18:00:00, TD, 20.0N, 121.2W,ENRIQUE,1005
3026,pacific,2003-07-14 00:00:00, LO, 20.0N, 122.5W,ENRIQUE,1006
3027,pacific,2003-07-14 06:00:00, LO, 19.9N, 123.9W,ENRIQUE,1006
3028,pacific,2003-07-14 12:00:00, LO, 19.7N, 125.1W,ENRIQUE,1007
3029,pacific,2003-07-14 18:00:00, LO, 19.2N, 126.2W,ENRIQUE,1008
3030,pacific,2003-07-15 00:00:00, LO, 18.9N, 126.9W,ENRIQUE,1008
3031,pacific,2003-07-15 06:00:00, LO, 18.7N, 127.8W,ENRIQUE,1009
3032,pacific,2003-07-15 12:00:00, LO, 18.6N, 128.8W,ENRIQUE,1009
3033,pacific,2003-07-15 18:00:00, LO, 18.6N, 129.8W,ENRIQUE,1009
3034,pacific,2003-07-16 00:00:00, LO, 18.6N, 130.6W,ENRIQUE,1009
3035,pacific,2003-07-17 18:00:00, TD, 14.0N, 105.3W,FELICIA,1009
3036,pacific,2003-07-18 00:00:00, TD, 14.3N, 107.0W,FELICIA,1008
3037,pacific,2003-07-18 06:00:00, TS, 14.6N, 108.7W,FELICIA,1005
3038,pacific,2003-07-18 12:00:00, TS, 14.9N, 110.1W,FELICIA,1000
3039,pacific,2003-07-18 18:00:00, TS, 15.2N, 111.6W,FELICIA,1002
3040,pacific,2003-07-19 00:00:00, TS, 15.3N, 113.2W,FELICIA,1002
3041,pacific,2003-07-19 06:00:00, TS, 15.4N, 114.7W,FELICIA,1002
3042,pacific,2003-07-19 12:00:00, TS, 15.5N, 116.1W,FELICIA,1003
3043,pacific,2003-07-19 18:00:00, TS, 15.5N, 117.6W,FELICIA,1005
3044,pacific,2003-07-20 00:00:00, TS, 15.4N, 119.2W,FELICIA,1006
3045,pacific,2003-07-20 06:00:00, TD, 15.2N, 120.7W,FELICIA,1008
3046,pacific,2003-07-20 12:00:00, TD, 15.2N, 121.7W,FELICIA,1009
3047,pacific,2003-07-20 18:00:00, TD, 15.2N, 122.6W,FELICIA,1009
3048,pacific,2003-07-21 00:00:00, TD, 15.4N, 123.6W,FELICIA,1009
3049,pacific,2003-07-21 06:00:00, TD, 15.6N, 124.8W,FELICIA,1009
3050,pacific,2003-07-21 12:00:00, TD, 15.8N, 126.2W,FELICIA,1009
3051,pacific,2003-07-21 18:00:00, TD, 15.9N, 127.7W,FELICIA,1009
3052,pacific,2003-07-22 00:00:00, TD, 16.1N, 129.1W,FELICIA,1009
3053,pacific,2003-07-22 06:00:00, TD, 16.4N, 130.3W,FELICIA,1010
3054,pacific,2003-07-22 12:00:00, TD, 16.7N, 131.4W,FELICIA,1010
3055,pacific,2003-07-22 18:00:00, TD, 17.1N, 132.8W,FELICIA,1010
3056,pacific,2003-07-23 00:00:00, TD, 17.5N, 134.5W,FELICIA,1010
3057,pacific,2003-07-23 06:00:00, TD, 17.6N, 136.1W,FELICIA,1010
3058,pacific,2003-07-23 12:00:00, LO, 17.6N, 137.6W,FELICIA,1010
3059,pacific,2003-07-23 18:00:00, LO, 17.7N, 139.0W,FELICIA,1010
3060,pacific,2003-07-24 00:00:00, LO, 17.8N, 140.5W,FELICIA,1010
3061,pacific,2003-07-24 06:00:00, LO, 17.9N, 142.4W,FELICIA,1010
3062,pacific,2003-07-24 12:00:00, LO, 18.0N, 144.5W,FELICIA,1010
3063,pacific,2003-08-07 06:00:00, TD, 16.0N, 115.7W,GUILLERMO,1009
3064,pacific,2003-08-07 12:00:00, TD, 16.3N, 116.1W,GUILLERMO,1009
3065,pacific,2003-08-07 18:00:00, TD, 16.5N, 116.6W,GUILLERMO,1007
3066,pacific,2003-08-08 00:00:00, TS, 16.6N, 117.2W,GUILLERMO,1003
3067,pacific,2003-08-08 06:00:00, TS, 16.6N, 117.8W,GUILLERMO,1002
3068,pacific,2003-08-08 12:00:00, TS, 16.5N, 118.5W,GUILLERMO,1000
